Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
naquadria goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10081,超能硅岩粘浆单元,bartworks:gt.bwMetaGeneratedcell
naquadria-rich solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10075,高纯超能硅岩溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
naquadria-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10075,高纯超能硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@41,氖单元,bartworks:gt.bwMetaGeneratedcell
neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeon@0,氖单元,miscutils:itemCellNeon
neon,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@41,氖胶囊,bartworks:gt.bwMetaGeneratedcapsule
neptuniumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeptuniumHexafluoride@0,六氟化铀单元,miscutils:itemCellNeptuniumHexafluoride
nickel.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@17,桶装熔融镍,TConstruct:buckets
nickel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@17,粘土桶(熔融镍),IguanaTweaksTConstruct:clayBucketsTinkers
nitrated bastnasite rarer earth oxides,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11114,硝化氟碳镧铈稀土氧化物胶囊,bartworks:gt.bwMetaGeneratedcapsule
nitrated bastnasite rarer earth oxides,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11114,硝化氟碳镧铈稀土氧化物单元,bartworks:gt.bwMetaGeneratedcell
nitrated monazite rare earth concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11017,浓缩硝酸独居石稀土溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
nitrated monazite rare earth concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11017,浓缩硝酸独居石稀土溶液单元,bartworks:gt.bwMetaGeneratedcell
nitric monazite leached concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11018,浓缩硝酸独居石浸出溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
nitric monazite leached concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11018,浓缩硝酸独居石浸出溶液单元,bartworks:gt.bwMetaGeneratedcell
nitric-leached monazite mixture,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11046,硝酸独居石浸出混合物胶囊,bartworks:gt.bwMetaGeneratedcapsule
nitric-leached monazite mixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11046,硝酸独居石浸出混合物单元,bartworks:gt.bwMetaGeneratedcell
nitricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30653,硝酸单元,gregtech:gt.metaitem.01
nitricacid,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.NitricAcid_bucket@0,桶装硝酸,dreamcraft:dreamcraft_NitricAcid_bucket
nitricoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30658,一氧化氮单元,gregtech:gt.metaitem.01
nitrobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.nitrobenzene@0,硝基苯单元,miscutils:nitrobenzene
nitrofuel,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@577,高十六烷值柴油胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
nitrofuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30709,高十六烷值柴油单元,gregtech:gt.metaitem.01
nitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30012,氮单元,gregtech:gt.metaitem.01
nitrogendioxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30717,二氧化氮单元,gregtech:gt.metaitem.01
nitromethane,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29914,硝基甲烷胶囊,bartworks:gt.bwMetaGeneratedcapsule
nitromethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29914,硝基甲烷单元,bartworks:gt.bwMetaGeneratedcell
nitrousoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30993,一氧化二氮单元,gregtech:gt.metaitem.01
noblegases,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30496,惰性气体单元,gregtech:gt.metaitem.01
nuclear.waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.NuclearWaste@0,核废水单元,miscutils:NuclearWaste
nutrient_distillation,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketNutrient_distillation@0,桶装营养精华液,EnderIO:bucketNutrient_distillation
o-xylene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29915,邻二甲苯胶囊,bartworks:gt.bwMetaGeneratedcapsule
o-xylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29915,邻二甲苯单元,bartworks:gt.bwMetaGeneratedcell
obsidian.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@11,桶装熔融黑曜石,TConstruct:buckets
obsidian.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@11,粘土桶(熔融黑曜石),IguanaTweaksTConstruct:clayBucketsTinkers
octane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30995,辛烷单元,gregtech:gt.metaitem.01
oganesson,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@38,?单元,bartworks:gt.bwMetaGeneratedcell
oganesson,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@38,?胶囊,bartworks:gt.bwMetaGeneratedcapsule
oil,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@5,石油虚空胶囊,MagicBees:capsule.void
oil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30707,石油单元,gregtech:gt.metaitem.01
oil,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketOil@0,原油桶,GalacticraftCore:item.bucketOil
oil,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.oilCanisterPartial@1,油罐(满),GalacticraftCore:item.oilCanisterPartial
oil,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@5,石油魔力胶囊,MagicBees:capsule.magic
oil,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketOil@0,原油桶,BuildCraft|Energy:bucketOil
osmium solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@74,锇溶液单元,bartworks:gt.bwMetaGeneratedcell
osmium solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@74,锇溶液胶囊,bartworks:gt.bwMetaGeneratedcapsule
oxalate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10013,草酸胶囊,bartworks:gt.bwMetaGeneratedcapsule
oxalate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10013,草酸单元,bartworks:gt.bwMetaGeneratedcell
oxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30013,氧单元,gregtech:gt.metaitem.01
p-507,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@10060,P-507胶囊,bartworks:gt.bwMetaGeneratedcapsule
p-507,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10060,P-507单元,bartworks:gt.bwMetaGeneratedcell
palladium enriched ammonia,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@52,富钯氨单元,bartworks:gt.bwMetaGeneratedcell
palladium enriched ammonia,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@52,富钯氨胶囊,bartworks:gt.bwMetaGeneratedcapsule
penicillin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@12,青霉素单元,gregtech:gt.metaitem.98
phenol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30687,苯酚单元,gregtech:gt.metaitem.01
phosgene,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@29905,碳酰氯胶囊,bartworks:gt.bwMetaGeneratedcapsule
phosgene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29905,碳酰氯单元,bartworks:gt.bwMetaGeneratedcell
phosphoricacid_gt5u,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@512,磷酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
phosphoricacid_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30689,磷酸单元,gregtech:gt.metaitem.01
phtalicacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30595,邻苯二甲酸单元,gregtech:gt.metaitem.01
phtalicacid,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@653,邻苯二甲酸胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
pigiron.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@26,桶装熔融生铁,TConstruct:buckets
pigiron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,粘土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@26,粘土桶(熔融生铁),IguanaTweaksTConstruct:clayBucketsTinkers
pineoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.pineoil@0,松油单元,miscutils:pineoil
plasma.actinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaActinium@0,Actinium Plasma Cell,miscutils:itemCellPlasmaActinium
plasma.advancednitinol,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaAdvancedNitinol@0,Advanced Nitinol Plasma Cell,miscutils:itemCellPlasmaAdvancedNitinol
plasma.aluminium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31019,铝等离子体单元,gregtech:gt.metaitem.01
plasma.americium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31103,镅等离子体单元,gregtech:gt.metaitem.01
plasma.americium241,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaAmericium241@0,Americium-241 Plasma Cell,miscutils:itemCellPlasmaAmericium241
plasma.antimony,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31058,锑等离子体单元,gregtech:gt.metaitem.01
plasma.argon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31024,氩等离子体单元,gregtech:gt.metaitem.01
plasma.arsenic,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31039,砷等离子体单元,gregtech:gt.metaitem.01
plasma.astatine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaAstatine@0,Astatine Plasma Cell,miscutils:itemCellPlasmaAstatine
plasma.astraltitanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaAstralTitanium@0,Astral Titanium Plasma Cell,miscutils:itemCellPlasmaAstralTitanium
plasma.barium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31063,钡等离子体单元,gregtech:gt.metaitem.01
plasma.berkelium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaBerkelium@0,Berkelium Plasma Cell,miscutils:itemCellPlasmaBerkelium
plasma.beryllium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31008,铍等离子体单元,gregtech:gt.metaitem.01
plasma.bismuth,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31090,铋等离子体单元,gregtech:gt.metaitem.01
plasma.boron,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31009,硼等离子体单元,gregtech:gt.metaitem.01
plasma.bromine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaBromine@0,Bromine Plasma Cell,miscutils:itemCellPlasmaBromine
plasma.cadmium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31055,镉等离子体单元,gregtech:gt.metaitem.01
plasma.caesium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31062,铯等离子体单元,gregtech:gt.metaitem.01
plasma.calcium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31026,钙等离子体单元,gregtech:gt.metaitem.01
plasma.californium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaCalifornium@0,Californium Plasma Cell,miscutils:itemCellPlasmaCalifornium
plasma.carbon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31010,碳等离子体单元,gregtech:gt.metaitem.01
plasma.celestialtungsten,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaCelestialTungsten@0,Celestial Tungsten Plasma Cell,miscutils:itemCellPlasmaCelestialTungsten
plasma.cerium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31065,铈等离子体单元,gregtech:gt.metaitem.01
plasma.chlorine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31023,氯等离子体单元,gregtech:gt.metaitem.01
plasma.chromaticglass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaChromaticGlass@0,Chromatic Glass Plasma Cell,miscutils:itemCellPlasmaChromaticGlass
plasma.chrome,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31030,铬等离子体单元,gregtech:gt.metaitem.01
plasma.cobalt,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31033,钴等离子体单元,gregtech:gt.metaitem.01
plasma.copper,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31035,铜等离子体单元,gregtech:gt.metaitem.01
plasma.curium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaCurium@0,Curium Plasma Cell,miscutils:itemCellPlasmaCurium
plasma.deuterium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31002,氘等离子体单元,gregtech:gt.metaitem.01
plasma.dragonblood,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaDragonblood@0,Dragonblood Plasma Cell,miscutils:itemCellPlasmaDragonblood
plasma.dysprosium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31073,镝等离子体单元,gregtech:gt.metaitem.01
plasma.einsteinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaEinsteinium@0,Einsteinium Plasma Cell,miscutils:itemCellPlasmaEinsteinium
plasma.erbium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31075,铒等离子体单元,gregtech:gt.metaitem.01
plasma.europium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31070,铕等离子体单元,gregtech:gt.metaitem.01
plasma.fermium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaFermium@0,Fermium Plasma Cell,miscutils:itemCellPlasmaFermium
plasma.flerovium_gt5u,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31984,?等离子体单元,gregtech:gt.metaitem.01
plasma.fluorine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31014,氟等离子体单元,gregtech:gt.metaitem.01
plasma.force,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaForce@0,Force Plasma Cell,miscutils:itemCellPlasmaForce
plasma.francium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaFrancium@0,Francium Plasma Cell,miscutils:itemCellPlasmaFrancium
plasma.gadolinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31071,钆等离子体单元,gregtech:gt.metaitem.01
plasma.gallium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31037,镓等离子体单元,gregtech:gt.metaitem.01
plasma.germanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaGermanium@0,Germanium Plasma Cell,miscutils:itemCellPlasmaGermanium
plasma.gold,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31086,金等离子体单元,gregtech:gt.metaitem.01
plasma.hafnium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaHafnium@0,Hafnium Plasma Cell,miscutils:itemCellPlasmaHafnium
plasma.helium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31004,氦等离子体单元,gregtech:gt.metaitem.01
plasma.helium_3,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31005,氦-3等离子体单元,gregtech:gt.metaitem.01
plasma.holmium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31074,钬等离子体单元,gregtech:gt.metaitem.01
plasma.hydrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31001,氢等离子体单元,gregtech:gt.metaitem.01
plasma.hypogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaHypogen@0,Hypogen Plasma Cell,miscutils:itemCellPlasmaHypogen
plasma.indium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31056,铟等离子体单元,gregtech:gt.metaitem.01
plasma.iodine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaIodine@0,Iodine Plasma Cell,miscutils:itemCellPlasmaIodine
plasma.iridium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31084,铱等离子体单元,gregtech:gt.metaitem.01
plasma.iron,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31032,铁等离子体单元,gregtech:gt.metaitem.01
plasma.krypton,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaKrypton@0,Krypton Plasma Cell,miscutils:itemCellPlasmaKrypton
plasma.lanthanum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31064,镧等离子体单元,gregtech:gt.metaitem.01
plasma.lead,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31089,铅等离子体单元,gregtech:gt.metaitem.01
plasma.lithium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31006,锂等离子体单元,gregtech:gt.metaitem.01
plasma.lutetium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31078,镥等离子体单元,gregtech:gt.metaitem.01
plasma.magnesium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31018,镁等离子体单元,gregtech:gt.metaitem.01
plasma.manganese,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31031,锰等离子体单元,gregtech:gt.metaitem.01
plasma.mercury,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31087,汞等离子体单元,gregtech:gt.metaitem.01
plasma.molybdenum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31048,钼等离子体单元,gregtech:gt.metaitem.01
plasma.neodymium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31067,钕等离子体单元,gregtech:gt.metaitem.01
plasma.neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeon@0,Neon Plasma Cell,miscutils:itemCellPlasmaNeon
plasma.neptunium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeptunium@0,Neptunium Plasma Cell,miscutils:itemCellPlasmaNeptunium
plasma.neutronium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31129,中子锭等离子体单元,gregtech:gt.metaitem.01
plasma.nickel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31034,镍等离子体单元,gregtech:gt.metaitem.01
plasma.niobium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31047,铌等离子体单元,gregtech:gt.metaitem.01
plasma.nitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31012,氮等离子体单元,gregtech:gt.metaitem.01
plasma.osmium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31083,锇等离子体单元,gregtech:gt.metaitem.01
plasma.oxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31013,氧等离子体单元,gregtech:gt.metaitem.01
plasma.palladium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31052,钯等离子体单元,gregtech:gt.metaitem.01
plasma.phosphorus,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31021,磷等离子体单元,gregtech:gt.metaitem.01
plasma.platinum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31085,铂等离子体单元,gregtech:gt.metaitem.01
plasma.plutonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31100,钚-239等离子体单元,gregtech:gt.metaitem.01
plasma.plutonium238,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPlutonium238@0,Plutonium-238 Plasma Cell,miscutils:itemCellPlasmaPlutonium238
plasma.plutonium239,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPlutonium239@0,Plutonium-239 Plasma Cell,miscutils:itemCellPlasmaPlutonium239
plasma.plutonium241,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31101,钚-241等离子体单元,gregtech:gt.metaitem.01
plasma.polonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPolonium@0,Polonium Plasma Cell,miscutils:itemCellPlasmaPolonium
plasma.polonium210,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPolonium210@0,Polonium-210 Plasma Cell,miscutils:itemCellPlasmaPolonium210
plasma.potassium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31025,钾等离子体单元,gregtech:gt.metaitem.01
plasma.praseodymium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31066,镨等离子体单元,gregtech:gt.metaitem.01
plasma.promethium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31068,钷等离子体单元,gregtech:gt.metaitem.01
plasma.protactinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaProtactinium@0,Protactinium Plasma Cell,miscutils:itemCellPlasmaProtactinium
plasma.radium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRadium@0,Radium Plasma Cell,miscutils:itemCellPlasmaRadium
plasma.radon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31093,氡等离子体单元,gregtech:gt.metaitem.01
plasma.rhenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhenium@0,Rhenium Plasma Cell,miscutils:itemCellPlasmaRhenium
plasma.rhodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhodium@0,Rhodium Plasma Cell,miscutils:itemCellPlasmaRhodium
